SQLDATE,date,Actor1Name,Actor1CountryCode,EventCode,EventLabel,QuadClass,GoldsteinScale,NumMentions,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,SourceDomain,GKG_Themes,GKG_Persons,GKG_Organizations,GKG_Locations,GKG_V2Tone,GKG_SharingImage,GKG_DocId,QuadLabel,IsConflict,IsNegative,MediaWeight,IsNorthBenin,ZoneBenin,DepartementBenin,SourceRegion,GoldsteinNorm,ToneNorm,month,ToneCategory,GoldsteinBin
20251231,2025-12-31,Citoyen,FR,040,Consultation diplomatique,1,0.47,6,2,2.7,Cotonou,6.3654,2.4183,matinlibre.com,CORRUPTION,Lionel Zinsou;Macky Sall,Banque Mondiale;ONU;Gouvernement Beninois,"Cotonou, Benin","2.7,2.7,0.0,2.7,0.87,81",,20251231000000-matinlibre_com-BN-06130,Cooperation verbale,0,0,12,0,Sud,Littoral,Benin,0.5235,0.5675,2025-12,Positif,Neutre
20250715,2025-07-15,Parti politique,BN,110,Rejet/opposition,3,-0.85,8,7,-2.6,Porto-Novo,6.4969,2.6289,beninwebtv.com,ELECTIONS,Paul Biya,UNICEF;Assemblee Nationale;Banque Mondiale,"Porto-Novo, Benin","-2.6,0.0,2.6,2.6,1.55,194",,20250715000000-beninwebtv_com-BN-06131,Conflit verbal,1,1,56,0,Sud,Oueme,Benin,0.4575,0.435,2025-07,Negatif,Leg. negatif
20251023,2025-10-23,Parti politique,FR,060,Cooperation materielle,2,4.61,15,1,3.11,Porto-Novo,6.4969,2.6289,fraternite.bj,ENVIRONMENT;DIPLOMACY;DEMOCRACY,,Assemblee Nationale,"Porto-Novo, Benin","3.11,3.11,0.0,3.11,1.35,212",,20251023000000-fraternite_bj-BN-06132,Cooperation materielle,0,0,15,0,Sud,Oueme,Benin,0.7305,0.5778,2025-10,Positif,Stabilisant
20251213,2025-12-13,Parti politique,BN,010,Declaration publique,1,5.26,2,4,2.51,Parakou,9.337,2.6282,matinlibre.com,DEMOCRACY;ENVIRONMENT;RELIGION;POLITICAL_VIOLENCE,,CEDEAO,"Parakou, Benin","2.51,2.51,0.0,2.51,0.45,631",https://www.rfi.fr/img/placeholder.jpg,20251213000000-matinlibre_com-BN-06133,Cooperation verbale,0,0,8,1,Nord,Borgou,Benin,0.763,0.5628,2025-12,Positif,Stabilisant
20251118,2025-11-18,Diplomate,BN,010,Declaration publique,1,0.33,15,6,1.71,Bohicon,7.1824,2.066,beninwebtv.com,,Mahamadou Issoufou;Alassane Ouattara,Gouvernement Beninois;ONU,"Bohicon, Benin","1.71,1.71,0.0,1.71,1.05,548",,20251118000000-beninwebtv_com-BN-06134,Cooperation verbale,0,0,90,0,Centre,Zou,Benin,0.5165,0.5428,2025-11,Neutre,Neutre
20250517,2025-05-17,Institution internationale,BN,010,Declaration publique,1,7.1,6,13,1.53,Porto-Novo,6.4969,2.6289,matinlibre.com,DEVELOPMENT;POLITICAL_VIOLENCE;TERRORISM;DEMOCRACY,Patrice Talon;Paul Biya,PNUD;Gouvernement Beninois,"Porto-Novo, Benin","1.53,1.53,0.0,1.53,0.25,238",,20250517000000-matinlibre_com-BN-06135,Cooperation verbale,0,0,78,0,Sud,Oueme,Benin,0.855,0.5382,2025-05,Neutre,Tres stabilisant
20250924,2025-09-24,Gouvernement,TG,050,Appel cooperation,1,2.83,9,1,-0.67,Porto-Novo,6.4969,2.6289,fraternite.bj,,Macky Sall,Gouvernement Beninois;OMS,"Porto-Novo, Benin","-0.67,0.0,0.67,0.67,1.47,107",,20250924000000-fraternite_bj-BN-06136,Cooperation verbale,0,1,9,0,Sud,Oueme,Benin,0.6415,0.4832,2025-09,Neutre,Neutre
20250426,2025-04-26,Gouvernement,BN,145,Manifestation/revolte,4,-4.73,8,3,-5.86,Cotonou,6.3654,2.4183,bbc.com,EDUCATION,Abdoulaye Bio Tchane;Thomas Boni Yayi,OMS;Assemblee Nationale;UNICEF,"Cotonou, Benin","-5.86,0.0,5.86,5.86,1.0,260",,20250426000000-bbc_com-BN-06137,Conflit materiel,1,1,24,0,Sud,Littoral,International,0.2635,0.3535,2025-04,Tres negatif,Destabilisant
20250212,2025-02-12,Medias,BN,100,Demande,1,1.3,15,8,-3.18,Bohicon,7.1824,2.066,lanouvelletribune.bj,HUMAN_RIGHTS,Lionel Zinsou;Mahamadou Issoufou,Assemblee Nationale,"Bohicon, Benin","-3.18,0.0,3.18,3.18,1.72,604",,20250212000000-lanouvelletribune_bj-BN-06138,Cooperation verbale,0,1,120,0,Centre,Zou,Benin,0.565,0.4205,2025-02,Negatif,Neutre
20250819,2025-08-19,Parti politique,GH,120,Menace,3,-1.05,6,8,-6.37,Parakou,9.337,2.6282,apanews.net,RELIGION;DEVELOPMENT;MILITARY;ECONOMY,Abdoulaye Bio Tchane;Paul Biya,UNICEF;Union Africaine,"Parakou, Benin","-6.37,0.0,6.37,6.37,0.81,114",,20250819000000-apanews_net-BN-06139,Conflit verbal,1,1,48,1,Nord,Borgou,Afrique,0.4475,0.3408,2025-08,Tres negatif,Leg. negatif
20250227,2025-02-27,Medias,BN,050,Appel cooperation,1,2.85,6,2,3.67,Porto-Novo,6.4969,2.6289,bbc.com,TERRORISM;MILITARY;HUMAN_RIGHTS;EDUCATION,Alassane Ouattara;Paul Biya,Gouvernement Beninois,"Porto-Novo, Benin","3.67,3.67,0.0,3.67,1.02,424",,20250227000000-bbc_com-BN-06140,Cooperation verbale,0,0,12,0,Sud,Oueme,International,0.6425,0.5918,2025-02,Positif,Neutre
20250725,2025-07-25,Parti politique,GH,040,Consultation diplomatique,1,0.2,8,6,-1.82,Bohicon,7.1824,2.066,rfi.fr,TERRORISM;DEVELOPMENT;DEMOCRACY;RELIGION,,CEDEAO;ONU;FMI,"Bohicon, Benin","-1.82,0.0,1.82,1.82,0.68,217",,20250725000000-rfi_fr-BN-06141,Cooperation verbale,0,1,48,0,Centre,Zou,International,0.51,0.4545,2025-07,Neutre,Neutre
20251021,2025-10-21,ONG,BN,010,Declaration publique,1,5.31,3,2,1.11,Parakou,9.337,2.6282,bbc.com,CORRUPTION;DEMOCRACY,,,"Parakou, Benin","1.11,1.11,0.0,1.11,0.55,554",,20251021000000-bbc_com-BN-06142,Cooperation verbale,0,0,6,1,Nord,Borgou,International,0.7655,0.5277,2025-10,Neutre,Stabilisant
20250404,2025-04-04,ONG,NG,140,Refus cooperation,3,-3.9,4,4,-5.57,Parakou,9.337,2.6282,24haubenin.com,RELIGION;ENVIRONMENT;DEVELOPMENT,Patrice Talon,PNUD;Banque Mondiale;UNICEF,"Parakou, Benin","-5.57,0.0,5.57,5.57,1.72,424",,20250404000000-24haubenin_com-BN-06143,Conflit verbal,1,1,16,1,Nord,Borgou,Benin,0.305,0.3608,2025-04,Tres negatif,Destabilisant
20250205,2025-02-05,ONG,NG,120,Menace,3,-2.4,4,2,-10.25,Parakou,9.337,2.6282,fraternite.bj,ENVIRONMENT;ECONOMY;DEVELOPMENT;DIPLOMACY,Paul Biya,,"Parakou, Benin","-10.25,0.0,10.25,10.25,0.08,636",,20250205000000-fraternite_bj-BN-06144,Conflit verbal,1,1,8,1,Nord,Borgou,Benin,0.38,0.2438,2025-02,Tres negatif,Leg. negatif
20250818,2025-08-18,Parti politique,BN,020,Appel action,1,-0.32,8,5,1.56,Abomey-Calavi,6.4484,2.3552,fraternite.bj,HUMAN_RIGHTS;DIPLOMACY;ELECTIONS,Paul Biya;Abdoulaye Bio Tchane,ONU;UNICEF,"Abomey-Calavi, Benin","1.56,1.56,0.0,1.56,0.68,228",,20250818000000-fraternite_bj-BN-06145,Cooperation verbale,0,0,40,0,Sud,Atlantique,Benin,0.484,0.539,2025-08,Neutre,Leg. negatif
20250815,2025-08-15,Parti politique,NG,060,Cooperation materielle,2,3.12,11,1,1.96,Abomey-Calavi,6.4484,2.3552,apanews.net,EDUCATION;TERRORISM;MILITARY;ELECTIONS,Lionel Zinsou,Gouvernement Beninois;Banque Mondiale;Assemblee Nationale,"Abomey-Calavi, Benin","1.96,1.96,0.0,1.96,0.76,136",,20250815000000-apanews_net-BN-06146,Cooperation materielle,0,0,11,0,Sud,Atlantique,Afrique,0.656,0.549,2025-08,Neutre,Stabilisant
20250702,2025-07-02,Citoyen,BN,060,Cooperation materielle,2,2.51,15,2,1.62,Cotonou,6.3654,2.4183,lanouvelletribune.bj,ENVIRONMENT;TERRORISM;EDUCATION,Alassane Ouattara;Abdoulaye Bio Tchane,Assemblee Nationale;Banque Mondiale,"Cotonou, Benin","1.62,1.62,0.0,1.62,0.39,134",,20250702000000-lanouvelletribune_bj-BN-06147,Cooperation materielle,0,0,30,0,Sud,Littoral,Benin,0.6255,0.5405,2025-07,Neutre,Neutre
20250919,2025-09-19,Gouvernement,GH,100,Demande,1,0.05,8,3,2.18,Cotonou,6.3654,2.4183,rfi.fr,DEMOCRACY;PROTEST;ECONOMY,Abdoulaye Bio Tchane;Thomas Boni Yayi,OMS,"Cotonou, Benin","2.18,2.18,0.0,2.18,0.73,219",,20250919000000-rfi_fr-BN-06148,Cooperation verbale,0,0,24,0,Sud,Littoral,International,0.5025,0.5545,2025-09,Positif,Neutre
20250511,2025-05-11,Medias,BN,170,Coercition,4,-4.68,2,6,-3.12,Cotonou,6.3654,2.4183,lanouvelletribune.bj,,Patrice Talon;Macky Sall,OMS;Banque Mondiale,"Cotonou, Benin","-3.12,0.0,3.12,3.12,0.87,610",,20250511000000-lanouvelletribune_bj-BN-06149,Conflit materiel,1,1,12,0,Sud,Littoral,Benin,0.266,0.422,2025-05,Negatif,Destabilisant
20250306,2025-03-06,Syndicat,BN,070,Aide/assistance,2,2.98,3,3,1.81,Abomey-Calavi,6.4484,2.3552,matinlibre.com,MILITARY,Paul Biya;Thomas Boni Yayi,ONU;Banque Mondiale,"Abomey-Calavi, Benin","1.81,1.81,0.0,1.81,0.65,474",https://www.rfi.fr/img/placeholder.jpg,20250306000000-matinlibre_com-BN-06150,Cooperation materielle,0,0,9,0,Sud,Atlantique,Benin,0.649,0.5452,2025-03,Neutre,Neutre
20250705,2025-07-05,Diplomate,BN,060,Cooperation materielle,2,1.21,9,6,-1.63,Ouidah,6.36,2.0852,beninwebtv.com,PROTEST,Alassane Ouattara,UNICEF,"Ouidah, Benin","-1.63,0.0,1.63,1.63,1.26,307",https://www.bbc.com/img/default.jpg,20250705000000-beninwebtv_com-BN-06151,Cooperation materielle,0,1,54,0,Sud,Atlantique,Benin,0.5605,0.4593,2025-07,Neutre,Neutre
20250427,2025-04-27,Police,BN,010,Declaration publique,1,2.75,7,9,2.44,Porto-Novo,6.4969,2.6289,matinlibre.com,ENVIRONMENT;ECONOMY;PROTEST,Paul Biya;Lionel Zinsou,Banque Mondiale;PNUD;UNICEF,"Porto-Novo, Benin","2.44,2.44,0.0,2.44,1.03,134",https://www.rfi.fr/img/placeholder.jpg,20250427000000-matinlibre_com-BN-06152,Cooperation verbale,0,0,63,0,Sud,Oueme,Benin,0.6375,0.561,2025-04,Positif,Neutre
20250705,2025-07-05,Gouvernement,NG,010,Declaration publique,1,2.01,5,5,0.84,Cotonou,6.3654,2.4183,fraternite.bj,DIPLOMACY;DEMOCRACY;CORRUPTION;PROTEST,Abdoulaye Bio Tchane;Mahamadou Issoufou,CEDEAO;UNICEF,"Cotonou, Benin","0.84,0.84,0.0,0.84,0.84,621",,20250705000000-fraternite_bj-BN-06153,Cooperation verbale,0,0,25,0,Sud,Littoral,Benin,0.6005,0.521,2025-07,Neutre,Neutre
20251001,2025-10-01,Diplomate,US,020,Appel action,1,1.56,9,2,-1.0,Natitingou,10.3081,1.3784,lanouvelletribune.bj,DEVELOPMENT;HUMAN_RIGHTS,Paul Biya,,"Natitingou, Benin","-1.0,0.0,1.0,1.0,0.36,748",,20251001000000-lanouvelletribune_bj-BN-06154,Cooperation verbale,0,1,18,1,Nord,Atacora,Benin,0.578,0.475,2025-10,Neutre,Neutre
20250531,2025-05-31,Parti politique,BN,010,Declaration publique,1,0.08,11,1,-1.0,Lokossa,6.6392,1.7153,lanouvelletribune.bj,,,FMI;ONU;UNICEF,"Lokossa, Benin","-1.0,0.0,1.0,1.0,1.52,649",,20250531000000-lanouvelletribune_bj-BN-06155,Cooperation verbale,0,1,11,0,Sud,Mono,Benin,0.504,0.475,2025-05,Neutre,Neutre
20251218,2025-12-18,Militaire,BN,110,Rejet/opposition,3,-2.68,4,2,-3.11,Ouidah,6.36,2.0852,rfi.fr,HEALTH;TERRORISM;CORRUPTION,Abdoulaye Bio Tchane;Alassane Ouattara,Union Africaine;Banque Mondiale,"Ouidah, Benin","-3.11,0.0,3.11,3.11,1.43,641",,20251218000000-rfi_fr-BN-06156,Conflit verbal,1,1,8,0,Sud,Atlantique,International,0.366,0.4222,2025-12,Negatif,Leg. negatif
20250531,2025-05-31,Institution internationale,BN,110,Rejet/opposition,3,-3.1,1,1,-4.27,Abomey-Calavi,6.4484,2.3552,rfi.fr,ECONOMY;ELECTIONS;HEALTH;TERRORISM,,ONU;UNICEF,"Abomey-Calavi, Benin","-4.27,0.0,4.27,4.27,0.97,488",,20250531000000-rfi_fr-BN-06157,Conflit verbal,1,1,1,0,Sud,Atlantique,International,0.345,0.3932,2025-05,Negatif,Destabilisant
20250205,2025-02-05,Gouvernement,US,020,Appel action,1,4.88,7,10,3.23,Lokossa,6.6392,1.7153,fraternite.bj,RELIGION;ELECTIONS;DEMOCRACY,Macky Sall;Thomas Boni Yayi,FMI,"Lokossa, Benin","3.23,3.23,0.0,3.23,0.01,644",,20250205000000-fraternite_bj-BN-06158,Cooperation verbale,0,0,70,0,Sud,Mono,Benin,0.744,0.5808,2025-02,Positif,Stabilisant
20251122,2025-11-22,Citoyen,BN,130,Protestation,3,-1.81,11,5,-2.73,Cotonou,6.3654,2.4183,24haubenin.com,ENVIRONMENT;HEALTH;CORRUPTION,,Assemblee Nationale;PNUD,"Cotonou, Benin","-2.73,0.0,2.73,2.73,0.94,655",,20251122000000-24haubenin_com-BN-06159,Conflit verbal,1,1,55,0,Sud,Littoral,Benin,0.4095,0.4318,2025-11,Negatif,Leg. negatif
20250405,2025-04-05,Syndicat,BN,020,Appel action,1,-0.05,5,3,-0.09,Cotonou,6.3654,2.4183,bbc.com,DEMOCRACY,,,"Cotonou, Benin","-0.09,0.0,0.09,0.09,1.03,430",https://www.bbc.com/img/default.jpg,20250405000000-bbc_com-BN-06160,Cooperation verbale,0,1,15,0,Sud,Littoral,International,0.4975,0.4978,2025-04,Neutre,Leg. negatif
20250514,2025-05-14,Diplomate,BN,036,Critique politique,1,-0.88,8,2,0.88,Cotonou,6.3654,2.4183,fraternite.bj,RELIGION;DEMOCRACY,Abdoulaye Bio Tchane,,"Cotonou, Benin","0.88,0.88,0.0,0.88,0.05,716",,20250514000000-fraternite_bj-BN-06161,Cooperation verbale,0,0,16,0,Sud,Littoral,Benin,0.456,0.522,2025-05,Neutre,Leg. negatif
20250611,2025-06-11,Police,BN,036,Critique politique,1,4.34,9,3,3.39,Bohicon,7.1824,2.066,apanews.net,ENVIRONMENT;DEMOCRACY,Alassane Ouattara;Abdoulaye Bio Tchane,,"Bohicon, Benin","3.39,3.39,0.0,3.39,0.35,714",,20250611000000-apanews_net-BN-06162,Cooperation verbale,0,0,27,0,Centre,Zou,Afrique,0.717,0.5848,2025-06,Positif,Stabilisant
20250213,2025-02-13,Militaire,BN,040,Consultation diplomatique,1,1.67,15,3,3.6,Cotonou,6.3654,2.4183,beninwebtv.com,ENVIRONMENT,Lionel Zinsou,Gouvernement Beninois;PNUD;Union Africaine,"Cotonou, Benin","3.6,3.6,0.0,3.6,1.13,773",,20250213000000-beninwebtv_com-BN-06163,Cooperation verbale,0,0,45,0,Sud,Littoral,Benin,0.5835,0.59,2025-02,Positif,Neutre
20251027,2025-10-27,ONG,BN,036,Critique politique,1,2.12,13,7,0.5,Parakou,9.337,2.6282,matinlibre.com,,Paul Biya;Thomas Boni Yayi,,"Parakou, Benin","0.5,0.5,0.0,0.5,0.83,289",https://www.rfi.fr/img/placeholder.jpg,20251027000000-matinlibre_com-BN-06164,Cooperation verbale,0,0,91,1,Nord,Borgou,Benin,0.606,0.5125,2025-10,Neutre,Neutre
20251010,2025-10-10,Diplomate,FR,060,Cooperation materielle,2,2.05,9,3,0.08,Parakou,9.337,2.6282,fraternite.bj,HEALTH,Patrice Talon,PNUD;ONU,"Parakou, Benin","0.08,0.08,0.0,0.08,0.21,85",,20251010000000-fraternite_bj-BN-06165,Cooperation materielle,0,0,27,1,Nord,Borgou,Benin,0.6025,0.502,2025-10,Neutre,Neutre
20251222,2025-12-22,Diplomate,US,050,Appel cooperation,1,-0.63,14,5,2.98,Porto-Novo,6.4969,2.6289,beninwebtv.com,ECONOMY;RELIGION;TERRORISM;CORRUPTION,Lionel Zinsou,,"Porto-Novo, Benin","2.98,2.98,0.0,2.98,1.49,251",,20251222000000-beninwebtv_com-BN-06166,Cooperation verbale,0,0,70,0,Sud,Oueme,Benin,0.4685,0.5745,2025-12,Positif,Leg. negatif
20250828,2025-08-28,Gouvernement,BN,180,Attaque,4,-6.98,4,5,-9.57,Ouidah,6.36,2.0852,apanews.net,DIPLOMACY;MILITARY;RELIGION;HUMAN_RIGHTS,Patrice Talon;Paul Biya,FMI;Gouvernement Beninois;Union Africaine,"Ouidah, Benin","-9.57,0.0,9.57,9.57,1.87,457",,20250828000000-apanews_net-BN-06167,Conflit materiel,1,1,20,0,Sud,Atlantique,Afrique,0.151,0.2608,2025-08,Tres negatif,Destabilisant
20250221,2025-02-21,Police,FR,010,Declaration publique,1,2.9,4,4,1.21,Cotonou,6.3654,2.4183,bbc.com,PROTEST,,,"Cotonou, Benin","1.21,1.21,0.0,1.21,1.57,749",,20250221000000-bbc_com-BN-06168,Cooperation verbale,0,0,16,0,Sud,Littoral,International,0.645,0.5302,2025-02,Neutre,Neutre
20251008,2025-10-08,Gouvernement,BN,020,Appel action,1,2.04,2,1,2.95,Porto-Novo,6.4969,2.6289,fraternite.bj,MILITARY;EDUCATION;ELECTIONS;DEMOCRACY,Paul Biya,OMS;CEDEAO;Assemblee Nationale,"Porto-Novo, Benin","2.95,2.95,0.0,2.95,1.19,515",https://www.rfi.fr/img/placeholder.jpg,20251008000000-fraternite_bj-BN-06169,Cooperation verbale,0,0,2,0,Sud,Oueme,Benin,0.602,0.5738,2025-10,Positif,Neutre
20250315,2025-03-15,Medias,FR,010,Declaration publique,1,-2.54,10,1,1.81,Natitingou,10.3081,1.3784,apanews.net,,,UNICEF;CEDEAO,"Natitingou, Benin","1.81,1.81,0.0,1.81,1.6,498",https://www.bbc.com/img/default.jpg,20250315000000-apanews_net-BN-06170,Cooperation verbale,0,0,10,1,Nord,Atacora,Afrique,0.373,0.5452,2025-03,Neutre,Leg. negatif
20251022,2025-10-22,Parti politique,BN,100,Demande,1,3.01,9,3,0.17,Cotonou,6.3654,2.4183,lanouvelletribune.bj,DEMOCRACY;DEVELOPMENT;PROTEST,,Assemblee Nationale;PNUD;Union Africaine,"Cotonou, Benin","0.17,0.17,0.0,0.17,1.17,281",,20251022000000-lanouvelletribune_bj-BN-06171,Cooperation verbale,0,0,27,0,Sud,Littoral,Benin,0.6505,0.5043,2025-10,Neutre,Stabilisant
20250826,2025-08-26,Syndicat,BN,010,Declaration publique,1,2.76,14,7,3.64,Abomey-Calavi,6.4484,2.3552,matinlibre.com,,Alassane Ouattara;Abdoulaye Bio Tchane,Assemblee Nationale;Union Africaine;UNICEF,"Abomey-Calavi, Benin","3.64,3.64,0.0,3.64,1.66,599",,20250826000000-matinlibre_com-BN-06172,Cooperation verbale,0,0,98,0,Sud,Atlantique,Benin,0.638,0.591,2025-08,Positif,Neutre
20250616,2025-06-16,Parti politique,TG,130,Protestation,3,-3.47,28,3,0.94,Kandi,11.1342,2.9394,matinlibre.com,DIPLOMACY;ENVIRONMENT,Thomas Boni Yayi;Lionel Zinsou,,"Kandi, Benin","0.94,0.94,0.0,0.94,0.01,557",,20250616000000-matinlibre_com-BN-06173,Conflit verbal,1,0,84,1,Nord,Alibori,Benin,0.3265,0.5235,2025-06,Neutre,Destabilisant
20250520,2025-05-20,Militaire,BN,060,Cooperation materielle,2,3.93,6,2,-1.99,Abomey,7.1856,1.9861,apanews.net,CORRUPTION;DEVELOPMENT,Patrice Talon;Paul Biya,FMI;Banque Mondiale;Assemblee Nationale,"Abomey, Benin","-1.99,0.0,1.99,1.99,0.37,194",,20250520000000-apanews_net-BN-06174,Cooperation materielle,0,1,12,0,Centre,Zou,Afrique,0.6965,0.4502,2025-05,Neutre,Stabilisant
20250519,2025-05-19,Medias,BN,060,Cooperation materielle,2,4.26,16,3,0.15,Ouidah,6.36,2.0852,beninwebtv.com,,Thomas Boni Yayi;Alassane Ouattara,FMI;UNICEF,"Ouidah, Benin","0.15,0.15,0.0,0.15,0.33,621",https://www.bbc.com/img/default.jpg,20250519000000-beninwebtv_com-BN-06175,Cooperation materielle,0,0,48,0,Sud,Atlantique,Benin,0.713,0.5037,2025-05,Neutre,Stabilisant
20250823,2025-08-23,Police,BN,070,Aide/assistance,2,2.67,11,3,-3.82,Porto-Novo,6.4969,2.6289,fraternite.bj,,Paul Biya,,"Porto-Novo, Benin","-3.82,0.0,3.82,3.82,1.53,673",,20250823000000-fraternite_bj-BN-06176,Cooperation materielle,0,1,33,0,Sud,Oueme,Benin,0.6335,0.4045,2025-08,Negatif,Neutre
20250103,2025-01-03,Citoyen,BN,020,Appel action,1,-1.02,7,3,8.56,Abomey-Calavi,6.4484,2.3552,fraternite.bj,MILITARY;ELECTIONS,,OMS;Banque Mondiale;Gouvernement Beninois,"Abomey-Calavi, Benin","8.56,8.56,0.0,8.56,0.26,369",,20250103000000-fraternite_bj-BN-06177,Cooperation verbale,0,0,21,0,Sud,Atlantique,Benin,0.449,0.714,2025-01,Tres positif,Leg. negatif
20250913,2025-09-13,Gouvernement,BN,020,Appel action,1,-0.53,2,1,5.05,Cotonou,6.3654,2.4183,apanews.net,ECONOMY,Thomas Boni Yayi,,"Cotonou, Benin","5.05,5.05,0.0,5.05,0.66,698",https://www.bbc.com/img/default.jpg,20250913000000-apanews_net-BN-06178,Cooperation verbale,0,0,2,0,Sud,Littoral,Afrique,0.4735,0.6262,2025-09,Tres positif,Leg. negatif
20251005,2025-10-05,ONG,BN,040,Consultation diplomatique,1,0.6,9,2,-1.5,Cotonou,6.3654,2.4183,24haubenin.com,DEVELOPMENT,,OMS;PNUD,"Cotonou, Benin","-1.5,0.0,1.5,1.5,0.06,678",https://www.bbc.com/img/default.jpg,20251005000000-24haubenin_com-BN-06179,Cooperation verbale,0,1,18,0,Sud,Littoral,Benin,0.53,0.4625,2025-10,Neutre,Neutre
20250104,2025-01-04,Militaire,FR,070,Aide/assistance,2,1.5,2,5,0.33,Cotonou,6.3654,2.4183,24haubenin.com,EDUCATION;DEMOCRACY;DEVELOPMENT;HUMAN_RIGHTS,,Union Africaine;PNUD;FMI,"Cotonou, Benin","0.33,0.33,0.0,0.33,1.18,568",,20250104000000-24haubenin_com-BN-06180,Cooperation materielle,0,0,10,0,Sud,Littoral,Benin,0.575,0.5082,2025-01,Neutre,Neutre
20250927,2025-09-27,Medias,GH,036,Critique politique,1,3.68,1,2,2.36,Porto-Novo,6.4969,2.6289,lanouvelletribune.bj,,Mahamadou Issoufou;Patrice Talon,,"Porto-Novo, Benin","2.36,2.36,0.0,2.36,1.84,544",,20250927000000-lanouvelletribune_bj-BN-06181,Cooperation verbale,0,0,2,0,Sud,Oueme,Benin,0.684,0.559,2025-09,Positif,Stabilisant
20250731,2025-07-31,Medias,BN,010,Declaration publique,1,2.66,5,3,5.8,Ouidah,6.36,2.0852,fraternite.bj,,Paul Biya;Patrice Talon,PNUD,"Ouidah, Benin","5.8,5.8,0.0,5.8,1.74,631",https://www.rfi.fr/img/placeholder.jpg,20250731000000-fraternite_bj-BN-06182,Cooperation verbale,0,0,15,0,Sud,Atlantique,Benin,0.633,0.645,2025-07,Tres positif,Neutre
20250804,2025-08-04,ONG,BN,180,Attaque,4,0.52,8,3,-6.14,Porto-Novo,6.4969,2.6289,24haubenin.com,HEALTH;PROTEST;MILITARY;RELIGION,Thomas Boni Yayi;Patrice Talon,UNICEF,"Porto-Novo, Benin","-6.14,0.0,6.14,6.14,0.29,50",https://www.rfi.fr/img/placeholder.jpg,20250804000000-24haubenin_com-BN-06183,Conflit materiel,1,1,24,0,Sud,Oueme,Benin,0.526,0.3465,2025-08,Tres negatif,Neutre
20250927,2025-09-27,Parti politique,TG,010,Declaration publique,1,3.26,9,2,2.35,Parakou,9.337,2.6282,apanews.net,EDUCATION;POLITICAL_VIOLENCE,Lionel Zinsou,Gouvernement Beninois;PNUD,"Parakou, Benin","2.35,2.35,0.0,2.35,1.75,198",https://www.rfi.fr/img/placeholder.jpg,20250927000000-apanews_net-BN-06184,Cooperation verbale,0,0,18,1,Nord,Borgou,Afrique,0.663,0.5588,2025-09,Positif,Stabilisant
20250116,2025-01-16,Parti politique,BN,120,Menace,3,-2.07,5,1,-11.59,Porto-Novo,6.4969,2.6289,beninwebtv.com,DEVELOPMENT;PROTEST,,Union Africaine;CEDEAO,"Porto-Novo, Benin","-11.59,0.0,11.59,11.59,1.84,343",,20250116000000-beninwebtv_com-BN-06185,Conflit verbal,1,1,5,0,Sud,Oueme,Benin,0.3965,0.2102,2025-01,Tres negatif,Leg. negatif
20250305,2025-03-05,Parti politique,BN,120,Menace,3,-0.46,7,2,-2.39,Parakou,9.337,2.6282,beninwebtv.com,,Patrice Talon;Lionel Zinsou,Gouvernement Beninois;FMI,"Parakou, Benin","-2.39,0.0,2.39,2.39,1.91,324",https://www.bbc.com/img/default.jpg,20250305000000-beninwebtv_com-BN-06186,Conflit verbal,1,1,14,1,Nord,Borgou,Benin,0.477,0.4402,2025-03,Negatif,Leg. negatif
20250827,2025-08-27,Syndicat,BN,036,Critique politique,1,2.46,7,2,2.89,Djougou,9.7082,1.6599,fraternite.bj,,,,"Djougou, Benin","2.89,2.89,0.0,2.89,0.19,142",,20250827000000-fraternite_bj-BN-06187,Cooperation verbale,0,0,14,1,Nord,Donga,Benin,0.623,0.5722,2025-08,Positif,Neutre
20250116,2025-01-16,Diplomate,BN,020,Appel action,1,3.05,7,8,1.89,Cotonou,6.3654,2.4183,matinlibre.com,MILITARY,Patrice Talon;Paul Biya,CEDEAO,"Cotonou, Benin","1.89,1.89,0.0,1.89,1.3,611",,20250116000000-matinlibre_com-BN-06188,Cooperation verbale,0,0,56,0,Sud,Littoral,Benin,0.6525,0.5472,2025-01,Neutre,Stabilisant
20250221,2025-02-21,Gouvernement,BN,020,Appel action,1,3.69,7,6,1.6,Abomey-Calavi,6.4484,2.3552,lanouvelletribune.bj,ENVIRONMENT;PROTEST;HUMAN_RIGHTS;RELIGION,Patrice Talon;Mahamadou Issoufou,CEDEAO;OMS,"Abomey-Calavi, Benin","1.6,1.6,0.0,1.6,0.73,738",,20250221000000-lanouvelletribune_bj-BN-06189,Cooperation verbale,0,0,42,0,Sud,Atlantique,Benin,0.6845,0.54,2025-02,Neutre,Stabilisant
20250119,2025-01-19,Militaire,BN,110,Rejet/opposition,3,1.52,14,3,0.13,Porto-Novo,6.4969,2.6289,lanouvelletribune.bj,POLITICAL_VIOLENCE;ENVIRONMENT,Patrice Talon;Macky Sall,,"Porto-Novo, Benin","0.13,0.13,0.0,0.13,1.9,551",,20250119000000-lanouvelletribune_bj-BN-06190,Conflit verbal,1,0,42,0,Sud,Oueme,Benin,0.576,0.5032,2025-01,Neutre,Neutre
