SQLDATE,date,Actor1Name,Actor1CountryCode,EventCode,EventLabel,QuadClass,GoldsteinScale,NumMentions,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,SourceDomain,GKG_Themes,GKG_Persons,GKG_Organizations,GKG_Locations,GKG_V2Tone,GKG_SharingImage,GKG_DocId,QuadLabel,IsConflict,IsNegative,MediaWeight,IsNorthBenin,ZoneBenin,DepartementBenin,SourceRegion,GoldsteinNorm,ToneNorm,month,ToneCategory,GoldsteinBin,cluster_kmeans,PCA1,PCA2,cluster_dbscan,proba_conflict
20251226,2025-12-26,Diplomate,BN,50,Appel cooperation,1,1.96,2,2,-2.76,Bohicon,7.1824,2.066,matinlibre.com,DIPLOMACY;ELECTIONS,Alassane Ouattara,Banque Mondiale;Union Africaine,"Bohicon, Benin","-2.76,0.0,2.76,2.76,1.31,75",,20251226000000-matinlibre_com-BN-07377,Cooperation verbale,0,1,4,0,Centre,Zou,Benin,0.598,0.431,2025-12,Negatif,Neutre,0,-1.5956986310070351,-0.2766576986620877,0,0.20208426
20250315,2025-03-15,Militaire,BN,70,Aide/assistance,2,-1.74,6,2,3.3,Lokossa,6.6392,1.7153,apanews.net,DIPLOMACY,Alassane Ouattara;Paul Biya,Union Africaine;PNUD,"Lokossa, Benin","3.3,3.3,0.0,3.3,0.84,761",,20250315000000-apanews_net-BN-07378,Cooperation materielle,0,0,12,0,Sud,Mono,Afrique,0.413,0.5825,2025-03,Positif,Leg. negatif,0,-1.0258305036720596,0.11698820696934958,0,0.014439829
20251128,2025-11-28,Medias,TG,10,Declaration publique,1,5.01,9,3,0.93,Cotonou,6.3654,2.4183,fraternite.bj,ECONOMY;TERRORISM;HEALTH;RELIGION,Macky Sall,ONU;Banque Mondiale;PNUD,"Cotonou, Benin","0.93,0.93,0.0,0.93,1.52,79",https://www.rfi.fr/img/placeholder.jpg,20251128000000-fraternite_bj-BN-07379,Cooperation verbale,0,0,27,0,Sud,Littoral,Benin,0.7505,0.5232,2025-11,Neutre,Stabilisant,0,-0.2797950549122436,1.1605478334983492,0,2.305762e-05
20250618,2025-06-18,Gouvernement,BN,50,Appel cooperation,1,1.46,13,3,0.92,Ouidah,6.36,2.0852,bbc.com,MILITARY;RELIGION,Macky Sall;Thomas Boni Yayi,OMS,"Ouidah, Benin","0.92,0.92,0.0,0.92,0.39,255",,20250618000000-bbc_com-BN-07380,Cooperation verbale,0,0,39,0,Sud,Atlantique,International,0.573,0.523,2025-06,Neutre,Neutre,0,0.4314517151319325,0.46008710628264965,0,0.11649993
20250921,2025-09-21,Gouvernement,NG,20,Appel action,1,4.24,9,9,3.12,Porto-Novo,6.4969,2.6289,beninwebtv.com,RELIGION,Paul Biya;Abdoulaye Bio Tchane,Union Africaine;Banque Mondiale;Assemblee Nationale,"Porto-Novo, Benin","3.12,3.12,0.0,3.12,1.27,525",https://www.rfi.fr/img/placeholder.jpg,20250921000000-beninwebtv_com-BN-07381,Cooperation verbale,0,0,81,0,Sud,Oueme,Benin,0.712,0.578,2025-09,Positif,Stabilisant,0,2.075227869183461,1.502752182591774,0,4.685844e-06
20250609,2025-06-09,Diplomate,BN,180,Attaque,4,-4.77,5,3,-6.82,Cotonou,6.3654,2.4183,bbc.com,POLITICAL_VIOLENCE;ECONOMY;DEMOCRACY;HEALTH,Abdoulaye Bio Tchane,UNICEF,"Cotonou, Benin","-6.82,0.0,6.82,6.82,0.35,179",,20250609000000-bbc_com-BN-07382,Conflit materiel,1,1,15,0,Sud,Littoral,International,0.2615,0.3295,2025-06,Tres negatif,Destabilisant,1,-0.7311755460167899,-2.4142161251159315,0,0.9999145
20251203,2025-12-03,Militaire,FR,70,Aide/assistance,2,-0.58,18,2,2.47,Lokossa,6.6392,1.7153,matinlibre.com,RELIGION;CORRUPTION,,OMS,"Lokossa, Benin","2.47,2.47,0.0,2.47,0.53,430",https://www.bbc.com/img/default.jpg,20251203000000-matinlibre_com-BN-07383,Cooperation materielle,0,0,36,0,Sud,Mono,Benin,0.471,0.5618,2025-12,Positif,Leg. negatif,0,0.6764508482769763,0.3564933611782457,0,0.07612994
20250618,2025-06-18,Gouvernement,BN,100,Demande,1,0.64,8,8,-3.95,Abomey,7.1856,1.9861,beninwebtv.com,,Mahamadou Issoufou,,"Abomey, Benin","-3.95,0.0,3.95,3.95,0.95,576",,20250618000000-beninwebtv_com-BN-07384,Cooperation verbale,0,1,64,0,Centre,Zou,Benin,0.532,0.4012,2025-06,Negatif,Neutre,1,1.5183635888780962,-0.6161816970647769,-1,0.077842034
20250725,2025-07-25,ONG,BN,40,Consultation diplomatique,1,3.74,8,1,2.46,Abomey-Calavi,6.4484,2.3552,fraternite.bj,ECONOMY;DIPLOMACY,Paul Biya;Patrice Talon,ONU,"Abomey-Calavi, Benin","2.46,2.46,0.0,2.46,1.6,125",,20250725000000-fraternite_bj-BN-07385,Cooperation verbale,0,0,8,0,Sud,Atlantique,Benin,0.687,0.5615,2025-07,Positif,Stabilisant,0,-1.1831601720955591,1.1332883921574475,0,4.009557e-05
20251223,2025-12-23,Parti politique,BN,10,Declaration publique,1,0.73,9,7,-0.8,Cotonou,6.3654,2.4183,rfi.fr,PROTEST,Thomas Boni Yayi,Union Africaine;Assemblee Nationale,"Cotonou, Benin","-0.8,0.0,0.8,0.8,1.06,376",https://www.rfi.fr/img/placeholder.jpg,20251223000000-rfi_fr-BN-07386,Cooperation verbale,0,1,63,0,Sud,Littoral,International,0.5365,0.48,2025-12,Neutre,Neutre,0,1.37249326769669,-0.0053706703115374834,0,0.029080892
20250109,2025-01-09,Medias,BN,180,Attaque,4,-3.93,5,1,-1.9,Cotonou,6.3654,2.4183,apanews.net,,,ONU;Union Africaine,"Cotonou, Benin","-1.9,0.0,1.9,1.9,0.54,606",,20250109000000-apanews_net-BN-07387,Conflit materiel,1,1,5,0,Sud,Littoral,Afrique,0.3035,0.4525,2025-01,Neutre,Destabilisant,1,-1.395126365004429,-1.340433433711318,0,0.9576441
20251212,2025-12-12,Institution internationale,BN,36,Critique politique,1,2.21,6,9,2.6,Parakou,9.337,2.6282,lanouvelletribune.bj,ECONOMY;TERRORISM;MILITARY,Thomas Boni Yayi;Paul Biya,Banque Mondiale,"Parakou, Benin","2.6,2.6,0.0,2.6,1.81,547",,20251212000000-lanouvelletribune_bj-BN-07388,Cooperation verbale,0,0,54,1,Nord,Borgou,Benin,0.6105,0.565,2025-12,Positif,Neutre,0,1.209859125249178,0.9102088741049538,0,0.0005306
20251031,2025-10-31,Gouvernement,BN,50,Appel cooperation,1,-2.69,7,2,0.98,Ouidah,6.36,2.0852,fraternite.bj,,,,"Ouidah, Benin","0.98,0.98,0.0,0.98,1.66,474",,20251031000000-fraternite_bj-BN-07389,Cooperation verbale,0,0,14,0,Sud,Atlantique,Benin,0.3655,0.5245,2025-10,Neutre,Leg. negatif,0,-0.8490165416694244,-0.5048566290618136,0,0.056225613
20250425,2025-04-25,Parti politique,BN,100,Demande,1,3.89,6,1,1.43,Cotonou,6.3654,2.4183,matinlibre.com,,,Union Africaine,"Cotonou, Benin","1.43,1.43,0.0,1.43,0.11,216",,20250425000000-matinlibre_com-BN-07390,Cooperation verbale,0,0,6,0,Sud,Littoral,Benin,0.6945,0.5357,2025-04,Neutre,Stabilisant,0,-1.4165518886019979,0.9507724377907025,0,0.00015543583
20250601,2025-06-01,Militaire,BN,10,Declaration publique,1,1.73,9,3,-2.84,Kandi,11.1342,2.9394,rfi.fr,RELIGION,,FMI;Gouvernement Beninois,"Kandi, Benin","-2.84,0.0,2.84,2.84,1.33,469",,20250601000000-rfi_fr-BN-07391,Cooperation verbale,0,1,27,1,Nord,Alibori,International,0.5865,0.429,2025-06,Negatif,Neutre,0,-0.1993713473286319,-0.23809140006475488,0,0.0053342744
20250328,2025-03-28,Militaire,BN,130,Protestation,3,-1.63,11,9,-3.37,Cotonou,6.3654,2.4183,rfi.fr,ECONOMY;DIPLOMACY;DEMOCRACY;CORRUPTION,Paul Biya;Lionel Zinsou,PNUD,"Cotonou, Benin","-3.37,0.0,3.37,3.37,1.83,626",,20250328000000-rfi_fr-BN-07392,Conflit verbal,1,1,99,0,Sud,Littoral,International,0.4185,0.4157,2025-03,Negatif,Leg. negatif,1,2.8163184725973056,-0.9102876570343873,-1,0.99238116
20250405,2025-04-05,Militaire,BN,60,Cooperation materielle,2,5.09,8,1,2.43,Kandi,11.1342,2.9394,bbc.com,DIPLOMACY;RELIGION;TERRORISM,Thomas Boni Yayi;Macky Sall,,"Kandi, Benin","2.43,2.43,0.0,2.43,1.74,424",https://www.bbc.com/img/default.jpg,20250405000000-bbc_com-BN-07393,Cooperation materielle,0,0,8,1,Nord,Alibori,International,0.7545,0.5608,2025-04,Positif,Stabilisant,0,-1.2022684775464934,1.4146058448254426,0,8.895368e-05
20250819,2025-08-19,Gouvernement,BN,36,Critique politique,1,0.59,5,6,2.25,Abomey,7.1856,1.9861,matinlibre.com,PROTEST;TERRORISM,Thomas Boni Yayi;Macky Sall,FMI,"Abomey, Benin","2.25,2.25,0.0,2.25,0.71,128",,20250819000000-matinlibre_com-BN-07394,Cooperation verbale,0,0,30,0,Centre,Zou,Benin,0.5295,0.5562,2025-08,Positif,Neutre,0,0.02405854501923799,0.44656657897431995,0,0.0017080861
20250705,2025-07-05,Medias,GH,10,Declaration publique,1,0.48,7,2,2.36,Porto-Novo,6.4969,2.6289,apanews.net,ECONOMY;TERRORISM;ELECTIONS;DIPLOMACY,,,"Porto-Novo, Benin","2.36,2.36,0.0,2.36,0.86,763",https://www.rfi.fr/img/placeholder.jpg,20250705000000-apanews_net-BN-07395,Cooperation verbale,0,0,14,0,Sud,Oueme,Afrique,0.524,0.559,2025-07,Positif,Neutre,0,-0.9066989143922423,0.425245866030092,0,0.00090284913
20250424,2025-04-24,Police,BN,20,Appel action,1,-1.6,6,6,-2.91,Porto-Novo,6.4969,2.6289,apanews.net,,Macky Sall,Banque Mondiale;PNUD;CEDEAO,"Porto-Novo, Benin","-2.91,0.0,2.91,2.91,0.17,638",,20250424000000-apanews_net-BN-07396,Cooperation verbale,0,1,36,0,Sud,Oueme,Afrique,0.42,0.4272,2025-04,Negatif,Leg. negatif,1,0.3335723210313167,-0.9626238386826109,0,0.44085842
20251001,2025-10-01,ONG,BN,140,Refus cooperation,3,-2.12,1,3,-7.17,Kandi,11.1342,2.9394,24haubenin.com,,,OMS,"Kandi, Benin","-7.17,0.0,7.17,7.17,0.51,77",,20251001000000-24haubenin_com-BN-07397,Conflit verbal,1,1,3,1,Nord,Alibori,Benin,0.394,0.3208,2025-10,Tres negatif,Leg. negatif,1,-1.4263628852775843,-1.971148595089563,0,0.9994918
20250129,2025-01-29,Gouvernement,BN,100,Demande,1,2.08,3,3,0.57,Parakou,9.337,2.6282,matinlibre.com,TERRORISM;MILITARY;POLITICAL_VIOLENCE,Patrice Talon,,"Parakou, Benin","0.57,0.57,0.0,0.57,0.03,59",,20250129000000-matinlibre_com-BN-07398,Cooperation verbale,0,0,9,1,Nord,Borgou,Benin,0.604,0.5142,2025-01,Neutre,Neutre,0,-1.2250071075688416,0.3897645320221131,0,0.0024915803
20250722,2025-07-22,Medias,US,36,Critique politique,1,-1.48,13,2,1.87,Bohicon,7.1824,2.066,beninwebtv.com,ELECTIONS;MILITARY;DIPLOMACY;POLITICAL_VIOLENCE,Paul Biya;Thomas Boni Yayi,,"Bohicon, Benin","1.87,1.87,0.0,1.87,0.23,556",https://www.rfi.fr/img/placeholder.jpg,20250722000000-beninwebtv_com-BN-07399,Cooperation verbale,0,0,26,0,Centre,Zou,Benin,0.426,0.5468,2025-07,Neutre,Leg. negatif,0,-0.018483574854073474,-0.007912066229120773,0,0.081469074
20250102,2025-01-02,Institution internationale,BN,10,Declaration publique,1,2.49,9,2,0.07,Abomey-Calavi,6.4484,2.3552,bbc.com,DIPLOMACY,Alassane Ouattara,,"Abomey-Calavi, Benin","0.07,0.07,0.0,0.07,0.06,234",https://www.bbc.com/img/default.jpg,20250102000000-bbc_com-BN-07400,Cooperation verbale,0,0,18,0,Sud,Atlantique,International,0.6245,0.5018,2025-01,Neutre,Neutre,0,-0.6299781216295643,0.44993133147663045,0,0.0048957416
20250319,2025-03-19,Medias,BN,100,Demande,1,3.66,5,5,-1.49,Cotonou,6.3654,2.4183,rfi.fr,DEVELOPMENT;HEALTH;HUMAN_RIGHTS,Mahamadou Issoufou;Patrice Talon,,"Cotonou, Benin","-1.49,0.0,1.49,1.49,1.62,137",,20250319000000-rfi_fr-BN-07401,Cooperation verbale,0,1,25,0,Sud,Littoral,International,0.683,0.4628,2025-03,Neutre,Stabilisant,0,-0.29099955508836794,0.3908145200233324,0,0.00016138583
20251120,2025-11-20,Gouvernement,TG,70,Aide/assistance,2,2.92,6,1,0.21,Lokossa,6.6392,1.7153,apanews.net,,Lionel Zinsou,,"Lokossa, Benin","0.21,0.21,0.0,0.21,0.09,69",,20251120000000-apanews_net-BN-07402,Cooperation materielle,0,0,6,0,Sud,Mono,Afrique,0.646,0.5052,2025-11,Neutre,Neutre,0,-1.3918314115488204,0.5174482489169497,0,0.0045059365
20250819,2025-08-19,Gouvernement,US,50,Appel cooperation,1,4.65,12,1,1.09,Cotonou,6.3654,2.4183,lanouvelletribune.bj,RELIGION,,CEDEAO;Assemblee Nationale;FMI,"Cotonou, Benin","1.09,1.09,0.0,1.09,1.6,89",,20250819000000-lanouvelletribune_bj-BN-07403,Cooperation verbale,0,0,12,0,Sud,Littoral,Benin,0.7325,0.5272,2025-08,Neutre,Stabilisant,0,-0.7032736060570979,1.1145773067828237,0,0.00014149754
20250408,2025-04-08,Parti politique,GH,40,Consultation diplomatique,1,0.79,15,1,1.54,Abomey,7.1856,1.9861,24haubenin.com,HUMAN_RIGHTS;DIPLOMACY;HEALTH,Patrice Talon;Mahamadou Issoufou,CEDEAO;Banque Mondiale,"Abomey, Benin","1.54,1.54,0.0,1.54,1.03,76",,20250408000000-24haubenin_com-BN-07404,Cooperation verbale,0,0,15,0,Centre,Zou,Benin,0.5395,0.5385,2025-04,Neutre,Neutre,0,-0.29135344152429077,0.41249797289383217,0,0.002822512
20250427,2025-04-27,Medias,BN,36,Critique politique,1,5.54,12,6,0.31,Cotonou,6.3654,2.4183,fraternite.bj,DIPLOMACY;DEMOCRACY;HUMAN_RIGHTS,,,"Cotonou, Benin","0.31,0.31,0.0,0.31,1.72,273",,20250427000000-fraternite_bj-BN-07405,Cooperation verbale,0,0,72,0,Sud,Littoral,Benin,0.777,0.5077,2025-04,Neutre,Stabilisant,0,1.5969506271038252,1.2587598687101402,0,3.4460267e-05
20250420,2025-04-20,Parti politique,BN,100,Demande,1,2.01,3,1,1.3,Bohicon,7.1824,2.066,apanews.net,PROTEST,,CEDEAO;Assemblee Nationale,"Bohicon, Benin","1.3,1.3,0.0,1.3,1.24,145",,20250420000000-apanews_net-BN-07406,Cooperation verbale,0,0,3,0,Centre,Zou,Afrique,0.6005,0.5325,2025-04,Neutre,Neutre,0,-1.749042764382327,0.4949396426177481,0,0.0007950508
20250616,2025-06-16,Gouvernement,BN,180,Attaque,4,-8.25,7,1,-6.43,Cotonou,6.3654,2.4183,rfi.fr,HUMAN_RIGHTS;EDUCATION,Lionel Zinsou,ONU,"Cotonou, Benin","-6.43,0.0,6.43,6.43,1.99,395",,20250616000000-rfi_fr-BN-07407,Conflit materiel,1,1,7,0,Sud,Littoral,International,0.0875,0.3392,2025-06,Tres negatif,Tres destabilisant,1,-1.052632594807828,-3.0802832364149757,0,0.99997985
20251024,2025-10-24,Syndicat,BN,20,Appel action,1,4.56,20,3,-1.86,Porto-Novo,6.4969,2.6289,rfi.fr,,Thomas Boni Yayi;Paul Biya,,"Porto-Novo, Benin","-1.86,0.0,1.86,1.86,1.3,414",https://www.bbc.com/img/default.jpg,20251024000000-rfi_fr-BN-07408,Cooperation verbale,0,1,60,0,Sud,Oueme,International,0.728,0.4535,2025-10,Neutre,Stabilisant,0,1.5671240701740357,0.6951995568100117,-1,0.00011114712
20251203,2025-12-03,Syndicat,BN,70,Aide/assistance,2,7.3,6,3,1.48,Porto-Novo,6.4969,2.6289,lanouvelletribune.bj,TERRORISM;DIPLOMACY;ENVIRONMENT,Alassane Ouattara,PNUD;Assemblee Nationale,"Porto-Novo, Benin","1.48,1.48,0.0,1.48,0.72,517",,20251203000000-lanouvelletribune_bj-BN-07409,Cooperation materielle,0,0,18,0,Sud,Oueme,Benin,0.865,0.537,2025-12,Neutre,Tres stabilisant,0,-0.812728220391051,1.7086197746440421,0,1.12417e-05
20250328,2025-03-28,Citoyen,BN,50,Appel cooperation,1,-0.16,3,4,1.48,Natitingou,10.3081,1.3784,bbc.com,HUMAN_RIGHTS;POLITICAL_VIOLENCE,Paul Biya,Union Africaine;OMS,"Natitingou, Benin","1.48,1.48,0.0,1.48,0.16,355",,20250328000000-bbc_com-BN-07410,Cooperation verbale,0,0,12,1,Nord,Atacora,International,0.492,0.537,2025-03,Neutre,Leg. negatif,0,-0.9416965956415192,0.09256289502254633,0,0.04897563
20250122,2025-01-22,Parti politique,BN,50,Appel cooperation,1,0.52,20,3,-0.18,Parakou,9.337,2.6282,lanouvelletribune.bj,EDUCATION;ENVIRONMENT;RELIGION,Lionel Zinsou,,"Parakou, Benin","-0.18,0.0,0.18,0.18,0.0,463",,20250122000000-lanouvelletribune_bj-BN-07411,Cooperation verbale,0,1,60,1,Nord,Borgou,Benin,0.526,0.4955,2025-01,Neutre,Neutre,0,1.6101607266925622,0.15090823850261598,0,0.015254832
20250729,2025-07-29,Gouvernement,BN,36,Critique politique,1,2.38,11,6,3.89,Ouidah,6.36,2.0852,beninwebtv.com,,,UNICEF,"Ouidah, Benin","3.89,3.89,0.0,3.89,1.64,478",,20250729000000-beninwebtv_com-BN-07412,Cooperation verbale,0,0,66,0,Sud,Atlantique,Benin,0.619,0.5973,2025-07,Positif,Neutre,0,1.3781134145087452,1.2386030883319523,0,6.710165e-05
20251101,2025-11-01,Diplomate,NG,130,Protestation,3,-3.34,8,9,-1.24,Porto-Novo,6.4969,2.6289,rfi.fr,ELECTIONS,Macky Sall,OMS;CEDEAO;Union Africaine,"Porto-Novo, Benin","-1.24,0.0,1.24,1.24,1.39,418",,20251101000000-rfi_fr-BN-07413,Conflit verbal,1,1,72,0,Sud,Oueme,International,0.333,0.469,2025-11,Neutre,Destabilisant,1,1.9228576343625816,-0.9405048370039536,12,0.9134581
20250929,2025-09-29,Citoyen,FR,60,Cooperation materielle,2,0.4,8,3,2.54,Bohicon,7.1824,2.066,matinlibre.com,,Abdoulaye Bio Tchane,PNUD;ONU,"Bohicon, Benin","2.54,2.54,0.0,2.54,1.56,292",,20250929000000-matinlibre_com-BN-07414,Cooperation materielle,0,0,24,0,Centre,Zou,Benin,0.52,0.5635,2025-09,Positif,Neutre,0,-0.3930518924365586,0.46896746476979456,0,0.0048837718
20251120,2025-11-20,Syndicat,BN,60,Cooperation materielle,2,-1.05,3,2,-0.59,Natitingou,10.3081,1.3784,lanouvelletribune.bj,PROTEST;ENVIRONMENT;ELECTIONS;HUMAN_RIGHTS,Thomas Boni Yayi,UNICEF;Gouvernement Beninois,"Natitingou, Benin","-0.59,0.0,0.59,0.59,0.09,60",,20251120000000-lanouvelletribune_bj-BN-07415,Cooperation materielle,0,1,6,1,Nord,Atacora,Benin,0.4475,0.4852,2025-11,Neutre,Leg. negatif,0,-1.4291239671456752,-0.4990500997156466,0,0.025907293
20251005,2025-10-05,Gouvernement,US,36,Critique politique,1,2.25,9,7,-0.12,Cotonou,6.3654,2.4183,fraternite.bj,DIPLOMACY,,,"Cotonou, Benin","-0.12,0.0,0.12,0.12,1.88,747",,20251005000000-fraternite_bj-BN-07416,Cooperation verbale,0,1,63,0,Sud,Littoral,Benin,0.6125,0.497,2025-10,Neutre,Neutre,0,1.3446726861567075,0.4440200541785317,0,0.000822585
20250519,2025-05-19,Gouvernement,BN,20,Appel action,1,3.59,5,7,0.88,Porto-Novo,6.4969,2.6289,rfi.fr,,Macky Sall;Thomas Boni Yayi,Banque Mondiale,"Porto-Novo, Benin","0.88,0.88,0.0,0.88,1.54,462",,20250519000000-rfi_fr-BN-07417,Cooperation verbale,0,0,35,0,Sud,Oueme,International,0.6795,0.522,2025-05,Neutre,Stabilisant,0,0.29731951123879596,0.8391490497006312,0,0.00014820996
20251207,2025-12-07,Medias,BN,10,Declaration publique,1,2.7,4,5,-1.46,Parakou,9.337,2.6282,matinlibre.com,PROTEST,Lionel Zinsou;Thomas Boni Yayi,ONU;FMI,"Parakou, Benin","-1.46,0.0,1.46,1.46,0.54,175",,20251207000000-matinlibre_com-BN-07418,Cooperation verbale,0,1,20,1,Nord,Borgou,Benin,0.635,0.4635,2025-12,Neutre,Neutre,0,-0.4874272328908239,0.17599559739638113,0,0.003428996
20250820,2025-08-20,Gouvernement,BN,110,Rejet/opposition,3,-4.47,5,3,-4.74,Porto-Novo,6.4969,2.6289,lanouvelletribune.bj,,,,"Porto-Novo, Benin","-4.74,0.0,4.74,4.74,1.87,382",https://www.bbc.com/img/default.jpg,20250820000000-lanouvelletribune_bj-BN-07419,Conflit verbal,1,1,15,0,Sud,Oueme,Benin,0.2765,0.3815,2025-08,Negatif,Destabilisant,1,-0.7539114101455507,-1.9627716152019583,0,0.99924624
20250821,2025-08-21,Parti politique,BN,20,Appel action,1,-1.21,6,2,4.99,Porto-Novo,6.4969,2.6289,bbc.com,DIPLOMACY,,Assemblee Nationale,"Porto-Novo, Benin","4.99,4.99,0.0,4.99,1.12,170",https://www.bbc.com/img/default.jpg,20250821000000-bbc_com-BN-07420,Cooperation verbale,0,0,12,0,Sud,Oueme,International,0.4395,0.6248,2025-08,Positif,Leg. negatif,0,-1.048425405372387,0.5449162736216518,0,0.00076644943
20250321,2025-03-21,Gouvernement,BN,100,Demande,1,2.12,1,4,0.16,Bohicon,7.1824,2.066,beninwebtv.com,HEALTH;CORRUPTION;DEVELOPMENT,Mahamadou Issoufou;Patrice Talon,,"Bohicon, Benin","0.16,0.16,0.0,0.16,0.14,397",https://www.rfi.fr/img/placeholder.jpg,20250321000000-beninwebtv_com-BN-07421,Cooperation verbale,0,0,4,0,Centre,Zou,Benin,0.606,0.504,2025-03,Neutre,Neutre,0,-1.337701738904755,0.3004998154249821,0,0.009135215
20250224,2025-02-24,Gouvernement,BN,40,Consultation diplomatique,1,1.52,2,14,1.25,Cotonou,6.3654,2.4183,24haubenin.com,EDUCATION;ENVIRONMENT;POLITICAL_VIOLENCE;CORRUPTION,Thomas Boni Yayi;Lionel Zinsou,,"Cotonou, Benin","1.25,1.25,0.0,1.25,1.87,702",,20250224000000-24haubenin_com-BN-07422,Cooperation verbale,0,0,28,0,Sud,Littoral,Benin,0.576,0.5312,2025-02,Neutre,Neutre,0,1.2171479794973983,0.45985231128869564,4,0.0013911242
20251018,2025-10-18,Police,NG,50,Appel cooperation,1,1.36,10,1,2.33,Bohicon,7.1824,2.066,apanews.net,EDUCATION;PROTEST,Alassane Ouattara;Paul Biya,Banque Mondiale;PNUD,"Bohicon, Benin","2.33,2.33,0.0,2.33,0.7,128",,20251018000000-apanews_net-BN-07423,Cooperation verbale,0,0,10,0,Centre,Zou,Afrique,0.568,0.5582,2025-10,Positif,Neutre,0,-0.9074782595983937,0.6254851745097717,0,0.001161582
20250203,2025-02-03,Diplomate,BN,50,Appel cooperation,1,1.44,7,1,1.09,Abomey,7.1856,1.9861,lanouvelletribune.bj,HUMAN_RIGHTS;HEALTH;CORRUPTION;EDUCATION,Patrice Talon,Gouvernement Beninois;Assemblee Nationale;FMI,"Abomey, Benin","1.09,1.09,0.0,1.09,0.99,537",https://www.bbc.com/img/default.jpg,20250203000000-lanouvelletribune_bj-BN-07424,Cooperation verbale,0,0,7,0,Centre,Zou,Benin,0.572,0.5272,2025-02,Neutre,Neutre,0,-1.2582165204639701,0.3783547190854854,0,0.006206172
20251125,2025-11-25,Militaire,GH,40,Consultation diplomatique,1,1.0,6,4,-1.21,Parakou,9.337,2.6282,lanouvelletribune.bj,,Mahamadou Issoufou;Lionel Zinsou,Assemblee Nationale,"Parakou, Benin","-1.21,0.0,1.21,1.21,0.95,761",,20251125000000-lanouvelletribune_bj-BN-07425,Cooperation verbale,0,1,24,1,Nord,Borgou,Benin,0.55,0.4698,2025-11,Neutre,Neutre,0,-0.37198635647827966,-0.11748203493910057,0,0.009127147
20251129,2025-11-29,ONG,BN,10,Declaration publique,1,2.3,12,4,4.23,Abomey-Calavi,6.4484,2.3552,apanews.net,EDUCATION;ENVIRONMENT;ELECTIONS,,Gouvernement Beninois;Banque Mondiale;UNICEF,"Abomey-Calavi, Benin","4.23,4.23,0.0,4.23,1.02,635",,20251129000000-apanews_net-BN-07426,Cooperation verbale,0,0,48,0,Sud,Atlantique,Afrique,0.615,0.6058,2025-11,Positif,Neutre,0,0.6861999764813831,1.2623346960903075,0,0.0009578564
20250909,2025-09-09,Parti politique,BN,40,Consultation diplomatique,1,4.2,4,5,0.43,Cotonou,6.3654,2.4183,apanews.net,HEALTH,Lionel Zinsou;Patrice Talon,,"Cotonou, Benin","0.43,0.43,0.0,0.43,1.68,649",,20250909000000-apanews_net-BN-07427,Cooperation verbale,0,0,20,0,Sud,Littoral,Afrique,0.71,0.5108,2025-09,Neutre,Stabilisant,0,-0.5257026516111951,0.8470916429965969,0,4.6256504e-05
20250505,2025-05-05,Gouvernement,FR,100,Demande,1,0.13,9,3,3.22,Lokossa,6.6392,1.7153,matinlibre.com,HEALTH,,ONU;CEDEAO;Union Africaine,"Lokossa, Benin","3.22,3.22,0.0,3.22,1.1,139",,20250505000000-matinlibre_com-BN-07428,Cooperation verbale,0,0,27,0,Sud,Mono,Benin,0.5065,0.5805,2025-05,Positif,Neutre,0,-0.2301383541010774,0.552060286532518,0,0.0034018783
20250111,2025-01-11,ONG,BN,100,Demande,1,2.91,11,6,5.29,Cotonou,6.3654,2.4183,rfi.fr,MILITARY;ELECTIONS;EDUCATION,Paul Biya;Patrice Talon,ONU,"Cotonou, Benin","5.29,5.29,0.0,5.29,0.0,262",,20250111000000-rfi_fr-BN-07429,Cooperation verbale,0,0,66,0,Sud,Littoral,International,0.6455,0.6322,2025-01,Tres positif,Neutre,0,1.3581418737592097,1.6113485685744025,0,4.9297483e-05
20251113,2025-11-13,Parti politique,FR,36,Critique politique,1,2.17,20,2,-1.48,Abomey-Calavi,6.4484,2.3552,bbc.com,MILITARY;EDUCATION;DEVELOPMENT,Abdoulaye Bio Tchane,,"Abomey-Calavi, Benin","-1.48,0.0,1.48,1.48,1.95,59",,20251113000000-bbc_com-BN-07430,Cooperation verbale,0,1,40,0,Sud,Atlantique,International,0.6085,0.463,2025-11,Neutre,Neutre,0,0.9573089753113896,0.2280281657432024,0,0.01652631
20250502,2025-05-02,Parti politique,BN,50,Appel cooperation,1,-1.57,5,7,3.81,Malanville,11.8683,3.3836,matinlibre.com,,Paul Biya;Thomas Boni Yayi,,"Malanville, Benin","3.81,3.81,0.0,3.81,0.59,275",,20250502000000-matinlibre_com-BN-07431,Cooperation verbale,0,0,35,1,Nord,Alibori,Benin,0.4215,0.5952,2025-05,Positif,Leg. negatif,0,0.34535420452563254,0.2897995075819508,0,0.0029365527
20250204,2025-02-04,Parti politique,BN,20,Appel action,1,0.69,14,5,2.04,Abomey-Calavi,6.4484,2.3552,bbc.com,DEVELOPMENT,Thomas Boni Yayi,CEDEAO;OMS;Union Africaine,"Abomey-Calavi, Benin","2.04,2.04,0.0,2.04,0.47,651",,20250204000000-bbc_com-BN-07432,Cooperation verbale,0,0,70,0,Sud,Atlantique,International,0.5345,0.551,2025-02,Positif,Neutre,0,1.6098140832379801,0.564659493632437,0,0.0018895837
